Brand,Model,Year,KM_Driven,Fuel_Type,Transmission,Owner,Engine_CC,Mileage_kmpl,Current_Market_Price,Selling_Price
Tata,Altroz,2017,29425,Diesel,Manual,2,2465,22.6,1758131,1419881
Tata,Nexon,2013,50565,Petrol,Manual,3,1867,21.6,1043402,649112
Hyundai,Creta,2015,44255,Diesel,Manual,1,1541,23.7,1988457,1646727
Honda,City,2013,123860,Petrol,Automatic,1,1605,23.5,1066676,292612
Ford,EcoSport,2019,83849,Petrol,Automatic,1,1720,21.4,1569094,1154688
Honda,Amaze,2018,36745,Petrol,Automatic,1,1871,16.2,1381340,960167
Honda,Amaze,2023,114440,Diesel,Manual,3,1874,21.9,923832,635364
Toyota,Innova,2012,92856,Diesel,Manual,1,1128,18.0,1620413,990023
Kia,Sonet,2019,125572,Petrol,Automatic,0,865,12.6,1959548,1445520
Ford,EcoSport,2020,120847,Diesel,Automatic,0,1695,16.7,1515573,1063329
Honda,Amaze,2022,137794,Diesel,Automatic,3,1913,12.4,759822,423577
Honda,Amaze,2018,145702,Petrol,Automatic,0,1479,20.4,839145,356816
Mahindra,XUV300,2015,17276,Diesel,Manual,0,1482,15.4,1179766,871204
Honda,Amaze,2020,59840,Diesel,Manual,0,2018,16.8,766136,461136
Mahindra,XUV300,2015,51598,Petrol,Automatic,1,2038,20.6,789570,483474
Tata,Altroz,2020,90369,Petrol,Automatic,0,1535,17.5,737674,450146
Mahindra,XUV300,2021,69354,Petrol,Manual,3,1711,12.2,1943700,1608736
Hyundai,i20,2021,101590,Diesel,Automatic,0,1433,15.0,1027550,741054
Kia,Seltos,2016,37638,Petrol,Manual,3,1174,21.2,525437,100000
Kia,Sonet,2020,94791,Diesel,Manual,3,1020,17.3,868595,510953
Ford,EcoSport,2016,117194,Diesel,Automatic,0,1424,12.1,1259228,633538
Ford,EcoSport,2020,114897,Diesel,Automatic,0,2379,22.9,547584,214080
Toyota,Glanza,2022,19750,Petrol,Manual,2,2434,17.2,1704190,1525892
Tata,Nexon,2012,47677,Petrol,Automatic,2,1351,20.6,1422856,821646
Honda,Amaze,2021,100543,Petrol,Automatic,1,2043,17.9,1131777,794687
Mahindra,XUV300,2012,92832,Diesel,Manual,0,1478,13.5,1202056,479024
Kia,Sonet,2021,94794,Petrol,Automatic,2,1309,13.5,1124920,736444
Toyota,Innova,2015,119461,Petrol,Automatic,2,1021,15.2,1603966,895204
Honda,City,2013,127346,Diesel,Automatic,2,1745,13.5,1301880,655676
Hyundai,Creta,2013,13356,Petrol,Automatic,0,2018,15.7,570076,100000
Maruti,Baleno,2012,95679,Petrol,Manual,0,2112,20.9,1729111,1276986
Tata,Altroz,2017,69423,Petrol,Automatic,1,1295,17.1,1104434,715508
Hyundai,Venue,2012,22233,Diesel,Manual,1,1983,19.1,1684351,1313507
Kia,Sonet,2015,103718,Diesel,Manual,0,2403,17.8,1659405,1066129
Tata,Altroz,2020,131428,Diesel,Manual,0,1697,23.9,1814209,1399108
Kia,Sonet,2016,74964,Diesel,Manual,1,1395,20.1,660941,100000
Tata,Nexon,2023,137479,Petrol,Automatic,1,1022,21.2,1418250,1089382
Honda,Amaze,2022,78358,Diesel,Automatic,0,1076,17.1,1483030,1253666
Mahindra,Scorpio,2022,104623,Petrol,Manual,2,1886,14.8,1557411,1288147
Hyundai,i20,2013,102236,Diesel,Automatic,1,1756,24.6,918669,413861
Ford,Figo,2019,32817,Diesel,Manual,0,2326,21.3,913390,653986
Kia,Sonet,2014,146799,Petrol,Automatic,0,1614,16.0,1552616,725782
Honda,Amaze,2012,73292,Diesel,Automatic,0,1868,14.3,886559,195106
Ford,Figo,2020,110051,Diesel,Automatic,2,2092,13.3,1403032,988270
Mahindra,Scorpio,2023,36392,Diesel,Automatic,3,1249,21.8,1014324,872276
Hyundai,Creta,2021,44480,Diesel,Automatic,2,2336,12.5,618691,348011
Tata,Altroz,2022,80809,Diesel,Manual,2,1790,17.6,513616,263159
Maruti,Dzire,2021,111319,Petrol,Automatic,3,1742,16.2,1425192,1118762
Mahindra,Scorpio,2013,73049,Petrol,Manual,2,1819,20.7,1179912,765842
Maruti,Baleno,2012,40734,Diesel,Manual,3,1520,17.7,747515,248617
Ford,Figo,2017,5933,Diesel,Automatic,1,2034,19.5,1373951,978197
Maruti,Dzire,2013,52492,Petrol,Manual,0,1807,18.4,1596534,1222654
Hyundai,Venue,2021,99803,Petrol,Automatic,1,1819,15.2,1904710,1523068
Honda,City,2021,56796,Diesel,Automatic,1,2189,18.9,625293,364225
Honda,Amaze,2020,115830,Diesel,Manual,3,1678,22.0,1811353,1452058
Maruti,Swift,2012,137590,Diesel,Automatic,3,2411,23.4,845481,238606
Toyota,Innova,2012,124039,Diesel,Automatic,1,2065,19.3,1457162,641998
Honda,City,2016,83108,Petrol,Manual,0,1011,17.3,1999421,1493536
Toyota,Glanza,2022,77818,Petrol,Manual,1,2034,24.9,1780080,1523425
Ford,EcoSport,2019,90760,Petrol,Manual,0,842,21.9,1688743,1358051
Honda,City,2013,122333,Diesel,Automatic,1,1284,21.4,700731,100000
Ford,Figo,2016,80247,Diesel,Manual,2,1162,13.8,1988303,1506833
Tata,Altroz,2017,119114,Petrol,Automatic,2,1710,14.8,1598421,969473
Kia,Seltos,2014,67708,Diesel,Manual,0,2002,21.7,825714,424098
Mahindra,XUV300,2019,82153,Petrol,Manual,1,2281,16.4,867347,552309
Tata,Nexon,2023,145815,Petrol,Automatic,0,866,16.0,1119328,749166
Tata,Nexon,2019,31013,Petrol,Automatic,2,2246,23.7,1664444,1412980
Toyota,Glanza,2018,116450,Diesel,Automatic,1,2425,13.2,1893243,1356606
Maruti,Baleno,2021,116471,Petrol,Automatic,3,1359,21.7,1099621,669147
Honda,Amaze,2016,89217,Diesel,Automatic,1,1388,16.0,894594,378435
Mahindra,Scorpio,2013,120199,Diesel,Manual,0,2335,21.3,1546294,1019852
Mahindra,XUV300,2022,111931,Petrol,Manual,2,2142,24.8,996655,710858
Honda,Amaze,2023,54265,Petrol,Automatic,2,964,18.0,1374593,1166475
Maruti,Baleno,2015,41115,Diesel,Manual,1,2105,24.8,749084,465344
Kia,Sonet,2019,118415,Diesel,Automatic,2,1704,16.1,905976,481304
Honda,Amaze,2022,97787,Diesel,Automatic,2,1932,14.4,1740301,1431507
Maruti,Baleno,2014,39340,Petrol,Automatic,0,1580,21.1,1660113,1104440
Toyota,Innova,2018,8814,Diesel,Automatic,2,2381,22.8,982095,648193
Toyota,Glanza,2012,75421,Petrol,Manual,3,1566,13.3,729019,173422
Hyundai,i20,2017,62838,Diesel,Automatic,2,1401,12.3,895708,451448
Kia,Seltos,2023,124765,Petrol,Manual,0,1056,17.6,1964698,1628478
Hyundai,Creta,2022,59187,Petrol,Manual,0,1523,18.4,912215,655781
Ford,Figo,2018,76712,Petrol,Automatic,1,2240,24.3,1697020,1240433
Honda,Amaze,2013,42858,Diesel,Automatic,0,2061,13.7,841244,366488
Hyundai,i20,2013,103163,Diesel,Manual,0,1483,22.1,748974,114032
Mahindra,XUV300,2016,73113,Diesel,Automatic,3,923,17.6,1982915,1394375
Honda,City,2020,71510,Diesel,Manual,0,2342,23.2,1056364,805064
Maruti,Swift,2017,121639,Petrol,Manual,0,1016,16.4,1933922,1294268
Kia,Seltos,2020,140541,Diesel,Automatic,0,945,16.4,1014742,582290
Ford,Figo,2012,43140,Diesel,Automatic,1,1645,19.4,1992548,1316614
Honda,Amaze,2015,106092,Diesel,Automatic,1,1244,18.7,1562884,869790
Tata,Nexon,2020,65327,Diesel,Manual,2,1412,17.7,1027942,698798
Mahindra,XUV300,2014,30777,Petrol,Manual,1,1829,14.8,1914096,1555366
Hyundai,Venue,2012,77438,Petrol,Automatic,0,1231,12.4,1367930,827604
Ford,EcoSport,2015,106552,Petrol,Automatic,0,1587,12.7,1106620,667816
Ford,EcoSport,2013,55761,Diesel,Automatic,3,1672,14.0,965448,319314
Toyota,Innova,2018,104302,Petrol,Manual,2,1826,19.0,1117795,722627
Maruti,Dzire,2013,88154,Petrol,Manual,3,1257,17.8,513554,100000
Honda,Amaze,2012,85848,Petrol,Manual,2,1975,19.4,1186534,630818
Kia,Sonet,2020,52662,Diesel,Manual,2,2305,14.3,848698,513964
Toyota,Innova,2019,108554,Petrol,Automatic,3,1237,14.0,1338167,949297
Maruti,Dzire,2015,38597,Petrol,Manual,1,1318,15.3,1083136,633842
Kia,Seltos,2019,25423,Diesel,Automatic,1,1790,16.6,667474,439556
Mahindra,XUV300,2020,98453,Diesel,Manual,1,1605,19.5,1455940,1099494
Tata,Nexon,2020,40361,Diesel,Automatic,2,2395,13.1,1103730,781478
Ford,EcoSport,2022,23905,Petrol,Automatic,1,1012,19.8,1983297,1866043
Mahindra,Scorpio,2023,53812,Petrol,Manual,1,2370,24.2,641036,491106
Hyundai,Venue,2023,139401,Diesel,Manual,3,2143,17.1,920996,543430
Honda,Amaze,2020,121210,Petrol,Manual,3,1043,13.0,1839370,1422020
Tata,Nexon,2015,69875,Petrol,Manual,3,1245,24.4,686501,339291
Mahindra,Scorpio,2018,96098,Diesel,Automatic,3,1341,22.9,506962,100000
Tata,Altroz,2015,10385,Petrol,Manual,2,1795,15.9,703828,378008
Toyota,Innova,2013,51037,Diesel,Automatic,2,1698,14.1,1281014,851508
Toyota,Glanza,2014,110574,Diesel,Automatic,0,2379,18.4,1709015,1077160
Maruti,Dzire,2018,45539,Petrol,Automatic,2,2231,24.8,776875,524251
Toyota,Innova,2017,93018,Petrol,Automatic,2,2432,20.8,1553561,1072381
Ford,Figo,2014,38017,Diesel,Automatic,0,2371,12.3,1270883,898718
Tata,Nexon,2017,31346,Diesel,Manual,1,2127,17.7,863443,549391
Ford,EcoSport,2017,60192,Diesel,Manual,1,2123,12.5,1264019,798259
Hyundai,i20,2021,108267,Diesel,Manual,1,1903,20.4,1929918,1631576
Maruti,Swift,2020,31134,Petrol,Automatic,2,2318,18.4,1461962,1201294
Kia,Seltos,2022,27260,Petrol,Automatic,1,2398,16.8,1565660,1381540
Kia,Seltos,2017,51397,Diesel,Automatic,3,2425,15.3,605381,178907
Kia,Sonet,2021,24706,Diesel,Manual,1,1779,21.6,834605,606769
Mahindra,Scorpio,2018,70778,Petrol,Manual,2,926,16.8,1697440,1349272
Kia,Sonet,2015,26166,Diesel,Manual,1,1709,20.8,1878221,1484019
Toyota,Glanza,2018,36489,Petrol,Manual,1,2351,24.3,529460,196565
Kia,Sonet,2014,86317,Petrol,Automatic,2,1777,13.9,1022373,374286
Mahindra,Scorpio,2017,84671,Petrol,Manual,0,2239,18.6,989882,472276
Toyota,Innova,2015,13603,Petrol,Automatic,3,1433,14.9,602109,101693
Ford,Figo,2020,68964,Diesel,Manual,0,1540,16.3,1668023,1421965
Tata,Nexon,2017,30805,Diesel,Manual,0,1595,17.6,1059184,732526
Hyundai,Creta,2013,59275,Diesel,Manual,1,1180,18.3,1129044,587650
Mahindra,XUV300,2016,97309,Petrol,Automatic,1,1954,22.3,882085,263333
Ford,Figo,2020,86287,Petrol,Manual,3,1980,15.8,1398380,1107136
Kia,Seltos,2022,47676,Diesel,Manual,2,1592,23.2,956666,783008
Tata,Altroz,2013,18959,Diesel,Automatic,1,2293,13.9,1609426,1116864
Mahindra,XUV300,2014,122877,Petrol,Manual,2,2264,24.2,1038809,475595
Honda,City,2021,99328,Petrol,Automatic,2,1888,13.1,794977,405697
Ford,EcoSport,2016,79278,Diesel,Automatic,3,1954,18.7,757205,214250
Toyota,Glanza,2020,133842,Diesel,Manual,2,880,18.2,1279296,902902
Hyundai,Venue,2012,90767,Petrol,Manual,3,2399,21.4,1694163,1051298
Ford,EcoSport,2015,127226,Petrol,Automatic,3,1137,22.7,1352810,858558
Hyundai,i20,2023,125525,Petrol,Automatic,3,1843,13.9,1701612,1400080
Hyundai,Creta,2020,6877,Diesel,Automatic,0,1788,14.3,1905505,1782066
Ford,EcoSport,2016,131149,Diesel,Automatic,0,996,19.5,1639247,1171677
Maruti,Dzire,2020,100841,Diesel,Manual,3,1099,18.2,1603460,1238118
Maruti,Swift,2023,57262,Petrol,Manual,3,1736,24.6,1459114,1286956
Mahindra,Scorpio,2021,92085,Diesel,Manual,3,1096,12.9,1636996,1331702
Maruti,Baleno,2022,73763,Diesel,Automatic,1,911,20.9,1972568,1707913
Ford,EcoSport,2019,19419,Diesel,Manual,3,1502,12.5,1415266,1147918
Mahindra,XUV300,2013,120068,Petrol,Automatic,0,1268,18.0,1221906,552998
Mahindra,Scorpio,2020,87021,Petrol,Manual,1,1302,13.3,1179892,867920
Maruti,Swift,2012,136476,Diesel,Manual,1,1170,15.3,977682,440570
Kia,Sonet,2020,72104,Petrol,Automatic,1,2160,16.9,940486,552543
Hyundai,i20,2015,107867,Petrol,Manual,3,1334,19.3,677203,100000
Kia,Seltos,2019,23201,Diesel,Manual,3,2366,19.3,1515797,1326289
Hyundai,i20,2012,136756,Diesel,Manual,2,2181,23.2,1822156,1089731
Hyundai,i20,2013,83496,Diesel,Manual,2,1913,23.2,996922,576478
Hyundai,Creta,2014,121561,Petrol,Automatic,0,1055,22.4,1341766,776256
Kia,Sonet,2016,42662,Diesel,Automatic,2,1141,13.3,1968364,1506138
Kia,Seltos,2012,18241,Petrol,Automatic,0,1332,24.9,1757193,1121242
Hyundai,i20,2020,5646,Petrol,Automatic,0,2391,17.5,1467143,1346971
Ford,Figo,2021,45588,Petrol,Automatic,3,1719,23.3,1853131,1625683
Hyundai,i20,2016,53220,Petrol,Manual,0,2322,17.2,1115755,806419
Ford,EcoSport,2018,88935,Diesel,Manual,2,1530,15.6,1204054,877966
Mahindra,XUV300,2016,129327,Petrol,Automatic,2,1321,13.2,1426124,941075
Maruti,Dzire,2021,131829,Diesel,Automatic,2,1165,21.5,903651,515401
Kia,Sonet,2012,63097,Petrol,Automatic,1,1830,21.0,1267233,785788
Toyota,Glanza,2022,115317,Diesel,Manual,3,1663,24.3,1071264,767736
Honda,Amaze,2023,89699,Diesel,Automatic,0,1718,12.9,1006039,746573
Mahindra,XUV300,2016,110412,Diesel,Manual,2,1448,21.6,1733650,1116880
Hyundai,i20,2017,56947,Diesel,Manual,2,1413,22.0,1708601,1387763
Kia,Sonet,2019,20836,Diesel,Manual,2,1545,17.9,1453601,1198173
Tata,Altroz,2013,119282,Diesel,Manual,0,2262,16.9,870270,214034
Tata,Altroz,2014,91432,Diesel,Manual,0,1847,23.1,1239550,798593
Honda,City,2013,80503,Petrol,Manual,0,1929,16.7,565419,100000
Hyundai,i20,2021,106893,Petrol,Automatic,0,2332,22.0,1652399,1244853
Tata,Altroz,2017,51860,Petrol,Automatic,3,1381,13.5,1064932,669244
Tata,Altroz,2018,49920,Petrol,Manual,2,1075,21.2,1056338,639615
Toyota,Glanza,2020,36412,Petrol,Manual,3,1534,20.7,1919575,1745281
Toyota,Glanza,2014,49304,Diesel,Automatic,3,944,22.8,696963,182874
Hyundai,i20,2023,12145,Petrol,Manual,0,1683,16.6,1889488,1811166
Kia,Sonet,2019,47387,Petrol,Manual,2,803,16.5,1178992,918486
Hyundai,i20,2015,85104,Petrol,Manual,2,2097,19.9,1121147,595409
Kia,Seltos,2020,26348,Petrol,Manual,1,859,19.4,1162674,981668
Hyundai,Creta,2023,43626,Diesel,Manual,0,932,19.8,987684,843250
Maruti,Dzire,2022,68827,Diesel,Automatic,0,2405,16.4,1265731,1052186
Honda,Amaze,2015,103198,Petrol,Automatic,2,956,14.7,1164939,692333
Honda,Amaze,2017,70351,Diesel,Automatic,1,1499,12.5,1721647,1308265
Tata,Altroz,2019,34205,Petrol,Manual,1,1666,18.8,1181235,949721
Ford,Figo,2015,103117,Petrol,Automatic,1,2311,13.9,1702157,1177293
Hyundai,Creta,2019,107022,Diesel,Manual,3,1965,21.1,636751,242299
Tata,Nexon,2023,128625,Petrol,Automatic,0,2489,12.1,824318,512772
Toyota,Innova,2017,104509,Diesel,Manual,3,1123,16.6,780092,274202
Mahindra,XUV300,2020,139472,Diesel,Automatic,0,1749,18.9,759255,332046
Ford,Figo,2015,30144,Petrol,Manual,3,1338,12.1,1340987,859389
Toyota,Glanza,2012,107812,Diesel,Automatic,1,1776,15.8,1973775,1222980
Kia,Sonet,2021,118705,Petrol,Automatic,0,1584,14.1,1862818,1437300
Honda,Amaze,2021,50937,Petrol,Manual,2,1248,18.2,672139,377373
Kia,Seltos,2018,136602,Diesel,Manual,2,1151,22.2,1691182,1156290
Honda,City,2020,42677,Petrol,Automatic,2,2299,20.1,1670815,1376136
Toyota,Innova,2020,108536,Diesel,Manual,0,1505,24.8,1213868,755806
Kia,Seltos,2021,101906,Petrol,Automatic,0,951,16.4,1445621,1073161
Mahindra,XUV300,2015,43220,Diesel,Automatic,1,1118,23.1,1570396,1116766
Tata,Nexon,2022,80265,Petrol,Automatic,3,2332,22.7,1394452,1093543
Kia,Seltos,2017,109606,Diesel,Manual,0,878,19.4,1464336,971276
Maruti,Dzire,2012,102093,Petrol,Automatic,3,942,22.9,1438945,875673
Hyundai,Venue,2016,49724,Petrol,Manual,1,1490,25.0,1128235,812364
Tata,Nexon,2020,123007,Petrol,Manual,2,1765,19.3,812319,375370
Ford,EcoSport,2014,7897,Petrol,Automatic,1,1611,15.0,825617,430906
Toyota,Innova,2023,8146,Petrol,Automatic,1,1712,12.6,1390506,1329850
Mahindra,XUV300,2014,75584,Petrol,Manual,3,851,21.5,1613685,1027544
Maruti,Baleno,2016,50448,Petrol,Manual,0,1750,16.4,743168,264731
Tata,Altroz,2018,58632,Diesel,Manual,1,2470,22.7,901713,570571
Hyundai,Venue,2017,41145,Petrol,Manual,0,2476,21.7,665859,239745
Mahindra,XUV300,2019,148031,Diesel,Manual,2,1548,20.3,1178331,604355
Mahindra,XUV300,2014,57381,Petrol,Automatic,3,1544,13.8,1824947,1328408
Ford,EcoSport,2013,141148,Petrol,Manual,0,1058,12.2,1690145,821013
Honda,Amaze,2013,92521,Petrol,Automatic,1,1103,19.3,1645444,1158314
Hyundai,Creta,2012,146795,Diesel,Automatic,0,1673,18.4,1116616,383080
Tata,Altroz,2014,53594,Petrol,Manual,2,1002,17.3,1716143,1093913
Honda,City,2020,147804,Petrol,Automatic,2,912,18.9,1584094,1188126
Maruti,Dzire,2023,42015,Diesel,Manual,3,2299,22.2,856634,700562
Honda,City,2016,63363,Diesel,Automatic,3,2023,22.7,1806453,1440237
Tata,Altroz,2013,35253,Diesel,Automatic,2,1785,17.2,584489,145679
Ford,EcoSport,2019,109657,Petrol,Manual,1,1047,12.4,1528395,1103017
Mahindra,XUV300,2019,27014,Petrol,Automatic,0,2456,21.4,1230599,884551
Honda,Amaze,2022,145462,Diesel,Manual,3,2199,18.6,506136,123238
Tata,Nexon,2012,95445,Diesel,Automatic,1,1859,16.1,1297864,840188
Kia,Seltos,2015,141462,Diesel,Manual,1,839,21.6,753215,100000
Kia,Seltos,2020,91197,Petrol,Manual,2,1121,13.9,1862054,1548665
Honda,Amaze,2019,83066,Diesel,Automatic,3,1691,21.2,694583,334147
Tata,Altroz,2014,8746,Petrol,Manual,2,2404,18.6,1735979,1281963
Mahindra,XUV300,2014,90516,Petrol,Manual,0,948,21.3,1214755,497154
Maruti,Dzire,2014,72830,Petrol,Manual,1,2296,19.6,749101,169392
Kia,Seltos,2014,137244,Petrol,Automatic,0,1956,19.2,1474709,789118
Tata,Nexon,2018,42133,Diesel,Manual,1,1936,23.6,585787,209173
Mahindra,Scorpio,2020,41656,Petrol,Automatic,0,2051,18.7,1304209,1039907
Kia,Sonet,2016,89960,Petrol,Manual,2,1466,14.5,971821,353781
Ford,EcoSport,2018,80546,Diesel,Manual,3,1330,19.8,1539930,1093595
Maruti,Dzire,2022,63577,Petrol,Manual,2,2055,20.2,573338,305031
Tata,Altroz,2023,44898,Diesel,Manual,2,1865,24.4,1953729,1797939
Maruti,Dzire,2015,102958,Petrol,Automatic,3,1404,24.8,1876491,1356905
Tata,Altroz,2023,92551,Diesel,Automatic,0,1886,22.9,807962,544772
Hyundai,i20,2023,75110,Diesel,Automatic,1,1667,14.8,1202175,968297
Toyota,Innova,2012,19299,Diesel,Automatic,0,1985,21.7,1998825,1542745
Hyundai,Creta,2014,115573,Petrol,Automatic,3,1971,16.6,1644501,1120315
Hyundai,Venue,2012,97734,Petrol,Automatic,1,891,15.2,1142039,522797
Tata,Nexon,2021,140358,Petrol,Automatic,3,1786,19.4,1621693,1171189
Hyundai,Creta,2021,128235,Petrol,Manual,3,974,22.9,1322898,896624
Maruti,Baleno,2019,26561,Petrol,Manual,0,1729,16.2,684318,396050
Honda,Amaze,2018,124048,Diesel,Manual,2,1939,15.1,1648531,1201082
Ford,EcoSport,2022,115595,Diesel,Manual,1,2473,17.1,1507983,1187990
Ford,Figo,2017,74772,Petrol,Manual,2,1712,22.0,894521,427369
Maruti,Baleno,2018,115810,Diesel,Manual,1,1863,20.6,987369,452726
Honda,City,2018,126382,Diesel,Manual,3,1878,19.2,1718882,1268417
Maruti,Swift,2021,108525,Diesel,Automatic,3,2384,19.8,1986092,1585322
Honda,City,2012,23592,Petrol,Manual,2,1077,17.0,1366366,1041060
Honda,Amaze,2023,88343,Petrol,Automatic,2,974,19.4,1317773,1048449
Mahindra,XUV300,2021,141194,Petrol,Manual,3,1117,18.3,1081701,670585
Maruti,Dzire,2022,54209,Diesel,Automatic,0,1028,14.6,584675,383977
Maruti,Dzire,2012,15679,Diesel,Manual,3,859,16.2,1220156,782626
Kia,Seltos,2018,32758,Diesel,Automatic,3,2012,16.7,1241774,892030
Toyota,Glanza,2018,59440,Petrol,Automatic,1,2467,18.2,1086552,777125
Maruti,Baleno,2012,97479,Petrol,Manual,0,1265,16.4,1745157,957061
Kia,Sonet,2012,96027,Petrol,Automatic,0,2333,20.9,1746590,920968
Kia,Seltos,2015,85585,Diesel,Manual,1,2296,23.9,1153945,661285
Ford,Figo,2016,50040,Diesel,Manual,1,1365,20.1,1509515,979937
Mahindra,Scorpio,2019,64895,Petrol,Manual,2,2271,23.7,1235160,872894
Mahindra,Scorpio,2022,53803,Petrol,Automatic,0,805,16.7,813252,600049
Hyundai,Venue,2022,110601,Diesel,Manual,1,2270,24.2,1852778,1495967
Honda,City,2012,126860,Diesel,Manual,0,929,12.2,1787321,1070359
Kia,Seltos,2016,124603,Petrol,Manual,2,2477,21.7,1207618,563681
Ford,EcoSport,2023,36903,Diesel,Automatic,0,1200,18.8,675937,548647
Kia,Sonet,2015,59440,Petrol,Manual,3,1623,19.7,1410578,1073978
Kia,Seltos,2014,126303,Petrol,Automatic,3,1471,14.6,1764636,1111784
Toyota,Glanza,2016,36542,Petrol,Automatic,1,2132,12.5,1495968,1220249
Maruti,Dzire,2021,34755,Diesel,Automatic,3,2044,15.3,760658,566816
Kia,Seltos,2013,128840,Diesel,Automatic,0,2499,15.6,1459819,882171
Honda,Amaze,2022,42354,Petrol,Automatic,1,2222,13.1,1335450,1181871
Toyota,Glanza,2018,142997,Diesel,Manual,3,2482,24.6,948268,364382
Mahindra,Scorpio,2014,121523,Diesel,Manual,2,2399,16.9,1928245,1191926
Kia,Seltos,2016,45440,Diesel,Automatic,3,2418,18.2,1268361,772220
Toyota,Innova,2017,140683,Petrol,Manual,2,1181,14.1,920942,348176
Tata,Altroz,2022,124460,Petrol,Manual,0,2465,16.8,953608,594330
Maruti,Dzire,2015,26184,Diesel,Manual,0,2378,21.1,645968,234570
Maruti,Baleno,2023,75565,Petrol,Manual,3,2284,18.7,1102728,869106
Tata,Nexon,2013,102896,Petrol,Manual,0,1724,14.8,753039,104219
Honda,Amaze,2012,51621,Diesel,Automatic,0,1335,24.9,1105801,661569
Honda,Amaze,2020,103287,Petrol,Automatic,1,2310,24.1,1108239,734960
Mahindra,XUV300,2017,137066,Diesel,Automatic,0,876,17.1,1012840,434412
Ford,Figo,2017,144166,Diesel,Automatic,2,1188,23.6,1650269,1128473
Maruti,Dzire,2022,99043,Diesel,Automatic,3,1564,17.4,1757387,1465926
Hyundai,i20,2018,65159,Diesel,Manual,2,950,22.7,1359206,1065795
Tata,Altroz,2020,86697,Diesel,Manual,0,2455,17.3,833363,540489
Hyundai,Venue,2014,75091,Diesel,Manual,0,1646,20.3,770213,225967
Toyota,Glanza,2017,88027,Diesel,Automatic,3,2426,19.8,1025899,565901
Tata,Nexon,2021,67511,Petrol,Automatic,1,2403,24.2,1236155,943713
Tata,Altroz,2020,144594,Petrol,Manual,0,2103,20.8,1440803,928115
Toyota,Glanza,2013,64934,Diesel,Manual,1,1929,15.3,1583630,1046674
Maruti,Baleno,2016,70313,Diesel,Manual,1,992,16.4,1015101,567701
Tata,Altroz,2014,20399,Petrol,Automatic,1,1295,21.7,1155952,839604
Honda,City,2015,124426,Diesel,Manual,0,956,16.0,1130794,437862
Kia,Seltos,2013,135673,Diesel,Automatic,1,1556,19.6,1610361,836431
Ford,Figo,2012,15740,Petrol,Manual,0,1979,14.2,1917754,1467518
Ford,EcoSport,2016,22460,Petrol,Automatic,2,1173,24.7,1699885,1217124
Toyota,Innova,2022,28565,Petrol,Automatic,2,1884,24.3,783132,646412
Ford,Figo,2015,123855,Petrol,Automatic,2,1144,13.4,687880,217430
Hyundai,Creta,2021,71182,Petrol,Manual,1,1640,16.3,856532,542268
Ford,Figo,2013,96676,Diesel,Manual,1,2310,24.6,1659928,1120484
Ford,EcoSport,2023,22095,Diesel,Manual,0,1842,15.6,1400752,1310976
Ford,EcoSport,2023,56757,Diesel,Manual,0,1371,21.2,977166,773374
Mahindra,XUV300,2016,118070,Diesel,Manual,0,2432,23.6,949647,486734
Honda,Amaze,2023,56720,Diesel,Automatic,1,2491,13.6,1438968,1253220
Tata,Altroz,2021,115360,Petrol,Manual,0,1287,17.2,1874484,1478972
Tata,Altroz,2017,120358,Diesel,Manual,1,1169,22.8,1327452,884616
Kia,Sonet,2021,98918,Petrol,Manual,0,2333,22.6,903452,529236
Tata,Nexon,2021,20321,Petrol,Automatic,2,1077,20.9,1774983,1638005
Toyota,Innova,2019,26661,Petrol,Manual,0,1614,19.0,1187646,972912
Honda,Amaze,2012,82607,Diesel,Manual,1,1579,22.3,1560361,953186
Toyota,Glanza,2018,115828,Petrol,Manual,0,1664,12.3,947644,506618
Mahindra,Scorpio,2015,86877,Diesel,Automatic,0,1135,24.7,793072,165908
Honda,Amaze,2018,60060,Diesel,Manual,0,2092,15.6,586750,179371
Kia,Sonet,2023,49131,Petrol,Manual,0,1019,22.2,1658318,1476612
Mahindra,Scorpio,2020,48510,Diesel,Manual,0,1688,18.7,531786,202346
Mahindra,Scorpio,2014,26395,Diesel,Manual,2,2393,16.0,1513969,915832
Maruti,Dzire,2012,43320,Petrol,Automatic,2,1782,13.7,1226260,695033
Kia,Seltos,2017,130132,Diesel,Manual,1,2396,20.3,562576,100000
Tata,Nexon,2018,76717,Petrol,Automatic,0,1974,20.5,1535494,1095235
Ford,EcoSport,2012,55736,Petrol,Automatic,1,1503,19.8,1670535,1059304
Kia,Seltos,2021,94078,Diesel,Manual,3,2060,22.8,650450,281498
Hyundai,Venue,2021,88799,Petrol,Automatic,0,2023,17.6,1829863,1483061
Mahindra,Scorpio,2022,101686,Diesel,Automatic,0,1985,20.3,1689223,1408280
Tata,Altroz,2015,9256,Diesel,Automatic,3,1568,13.5,1816406,1475354
Mahindra,XUV300,2018,8890,Diesel,Automatic,2,1711,16.5,678166,471813
Hyundai,Venue,2022,18512,Petrol,Automatic,3,1494,16.0,1361591,1224127
Honda,Amaze,2016,57367,Diesel,Manual,3,1083,15.4,1571279,1054344
Ford,Figo,2016,144855,Petrol,Automatic,0,1635,20.7,685008,141264
Hyundai,Venue,2022,135942,Diesel,Automatic,0,2188,20.0,527624,176237
Honda,Amaze,2012,136078,Petrol,Manual,1,1833,18.8,1404253,492458
